kunj,vhjvjhchj,1,945343,432,5000,1,1,bhawar,10-05-2020,1
kabir,ahmedabad,12345,1,2147483647,6422268,8,,,0
kabir,ahmedabad,12345,1,2147483647,6422268,8,,,0
kabir,ahmedabad,12345,1,2147483647,6422268,8,,,0
kabir,ahmedabad,12345,1,2147483647,6422268,8,,,0
kabir,ahmedabad,12345,1,2147483647,6422268,8,,,0
kabir,ahmedabad,12345,1,2147483647,6422268,8,,,0
kabir,ahmedabad,12345,1,2147483647,6422268,8,,,0
kabir,ahmedabad,12345,1,2147483647,6422268,8,,,0
kabir,ahmedabad,12345,1,2147483647,6422268,8,,,0
kabir,ahmedabad,12345,1,2147483647,6422268,8,,,0
kabir,ahmedabad,12345,1,2147483647,6422268,8,,,0
kabir,ahmedabad,12345,1,2147483647,6422268,8,,,0
kabir,ahmedabad,12345,1,2147483647,6422268,8,,,0
kabir,ahmedabad,12345,1,2147483647,6422268,8,,,0
kabir,ahmedabad,12345,1,2147483647,6422268,8,,,0
kabir,ahmedabad,12345,1,2147483647,6422268,8,,,0
kabir,ahmedabad,12345,1,2147483647,6422268,8,,,0
kabir,ahmedabad,12345,1,2147483647,6422268,8,,,0
kabir,ahmedabad,12345,1,2147483647,6422268,8,,,0
kabir,ahmedabad,12345,1,2147483647,6422268,8,,,0
kabir,ahmedabad,12345,1,2147483647,6422268,8,,,0
kabir,ahmedabad,12345,1,2147483647,6422268,8,,,0
kabir,ahmedabad,12345,1,2147483647,6422268,8,,,0
